"tiempo_residencia","max_personas","lugar_habitado","tipo_desague","material_piso","material_techo","material_paredes","problemas_plagas","plagas_cucarachas","plagas_roedores","plagas_otros","num_dormitorios","max_personas"
30,2,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,5,7
3,3,"Alquilado","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,3,5
4,4,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,7
20,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",3,8
2,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,1,3
10,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","Sí",NA,NA,"Ratas",2,5
15,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","Sí",NA,NA,"Ratas",3,5
8,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","Sí",NA,NA,"Ratas",2,5
0,2,"Alquilado","No sabe","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,2
8,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,NA,2,4
11,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,NA,2,4
4,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
10,3,"Prestado","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,6
48,6,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Caña/adobe","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,10
6,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",3,4
25,4,"Prestado","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,6
0,2,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,2
1,1,"Propio sin títulos","A pozo negro/ciego","Madera","Chapa","Trama en madera/tapial de madera","Sí",NA,NA,"Ratas",1,1
12,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,6
15,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
2,7,"Ocupado/Tomado","A pozo negro/ciego","Sin piso/tierra","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,7
37,3,"Propio con algún comprobante de tenencia","A cámara séptica","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,4
40,5,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,3,9
18,3,"Otro","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",3,6
14,4,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",3,6
17,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,3,7
16,1,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,2
12,4,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",10,4
3,4,"Prestado","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,1,4
22,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,2
11,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",4,8
4,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
14,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",3,6
6,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",3,6
1,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,2
3,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,2
1,2,"Alquilado","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,2
7,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,6
15,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
6,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,3
20,3,"Propio sin títulos","A cámara séptica","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,3
3,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,3
2,2,"Propio sin títulos","A pozo negro/ciego","Sin piso/tierra","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos","Ratas",1,2
2,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,2
9,2,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
2,4,"Alquilado","A pozo negro/ciego","Carpeta de cemento","Caña/adobe","Mampostería (ladrillo/block","No",NA,NA,NA,1,4
60,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,2
27,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
8,3,"Prestado","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,5
2,3,"Prestado","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,5
30,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,4
25,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",3,6
12,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,3
7,4,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
7,4,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,6
4,4,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,4
20,3,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,3,8
1,2,"Prestado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
15,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,NA,1,2
1,4,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,3,9
18,3,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",3,5
9,2,"Prestado","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos","Ratas",3,6
3,3,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,3
5,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,8
1,2,"Alquilado","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,2
6,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,2
23,2,"Prestado","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
10,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,3
2,2,"Alquilado","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,1,2
4,5,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",1,7
1,2,"Prestado","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,1,3
1,4,"Propio sin títulos","A pozo negro/ciego","Sin piso/tierra","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
10,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,2
10,1,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,2
5,1,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,3
8,6,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,3,6
34,1,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Caña/adobe","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",3,4
5,4,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,6
3,5,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,5
30,7,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,1,7
6,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,4
1,5,"Alquilado","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",1,5
43,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",3,5
7,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,1,4
2,2,"Alquilado","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,3
25,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,3
8,5,"Propio con algún comprobante de tenencia","A cámara séptica","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,5
6,3,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,6
48,3,"Propio sin títulos","A cámara séptica","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,3,5
15,3,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,2,5
20,1,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,1
3,1,"Alquilado","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",1,1
8,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,6
31,4,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,7
3,3,"Alquilado","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,1,2
10,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
6,2,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block",NA,NA,NA,NA,1,2
14,3,"Alquilado","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,5
25,2,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",3,4
4,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
5,4,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,6
7,3,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Chapa","Chapa","Sí",NA,"Mosquitos",NA,2,4
8,3,"Prestado","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,3,7
46,1,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,4,5
20,2,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,3,5
4,2,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,3,6
5,4,"Prestado","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,6
20,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
0,6,"Propio sin títulos","A pozo negro/ciego","Sin piso/tierra","Lona","Trama en madera/tapial de madera","Sí","Cucarachas",NA,"Ratas",1,6
18,3,"Prestado","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",4,10
40,1,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",4,3
15,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,9
11,7,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",3,7
5,5,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,2,5
4,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos",NA,2,6
3,3,"Ocupado/Tomado","A pozo negro/ciego","Carpeta de cemento","Caña/adobe","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos","Ratas",2,5
6,6,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,6
22,2,"Propio sin títulos","Desagüe a red cloacal pública","Sin piso/tierra","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,4
2,5,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,8
4,2,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,2
4,3,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,"Ratas",1,3
4,1,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,1
24,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",4,7
2,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,3
20,2,"Prestado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
10,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,3,4
4,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas",NA,"Ratas",2,3
2,1,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Chapa","Sí","Cucarachas","Mosquitos","Ratas",3,4
2,4,"Prestado","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,4
2,3,"Alquilado","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,1,3
13,6,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",3,6
17,8,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,2,7
7,3,"Prestado","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,1,3
8,4,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
18,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",3,6
22,2,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",4,5
27,3,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,5
1,1,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,1,1
29,4,"Prestado","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,2,7
3,1,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,2
1,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,4
1,1,"Prestado","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí",NA,NA,"Ratas",1,1
2,2,"Prestado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,2,4
1,1,"Propio sin títulos","A cámara séptica","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,1
10,3,"Prestado","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,4
2,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,6
23,2,"Propio con algún comprobante de tenencia","A cámara séptica","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,5
1,6,"Alquilado","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,6
1,3,"Alquilado","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,6
15,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
20,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,3,5
14,5,"Propio sin títulos","A pozo negro/ciego","Sin piso/tierra","Chapa","Adobe","Sí","Cucarachas",NA,NA,1,4
37,1,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,2
15,7,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Sin piso/tierra","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,7
35,4,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,6
32,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,3
25,8,"Propio sin títulos","A pozo negro/ciego","Sin piso/tierra","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,1,8
20,5,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Sin piso/tierra","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,10
50,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,4,10
33,1,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,1
70,4,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,3,10
31,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",4,10
33,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,3
15,4,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,1,4
18,5,"Propio sin títulos","A pozo negro/ciego","Sin piso/tierra","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,1,5
10,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,4
15,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,4
17,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,5
20,9,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Sin piso/tierra","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,9
15,5,"Prestado","A pozo negro/ciego","Sin piso/tierra","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,5
35,5,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,9
10,6,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,2,10
30,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,2,7
20,4,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,6
7,4,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,4
10,5,"Prestado","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,8
38,4,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,6
10,8,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,5
6,5,"Propio sin títulos","A pozo negro/ciego","Sin piso/tierra","Chapa","Chapa","Sí",NA,"Mosquitos","Ratas",1,5
